" 表 10-13 經指定填報職業災害統計之事業單位之失能傷害頻率及嚴重率 ","","","","","","","","","","","",""," Table 10-13  Frequency of Disability and Severity of Disability  of the Designated Industries","","","","","","","","","","","","","","","","","",""," 表 10-13 經指定填報職業災害統計之事業單位之失能傷害頻率及嚴重率(續1) ","","","","","","","","","","","","","","","","",""," Table 10-13  Frequency of Disability and Severity of Disability  of the Designated Industries","","","","","","","","","","","","",""," 表 10-13 經指定填報職業災害統計之事業單位之失能傷害頻率及嚴重率(續2) ","","","","","","","","","","","",""," Table 10-13  Frequency of Disability and Severity of Disability  of the Designated Industries","","","","","","","","","","","","","","",""," 表 10-13 經指定填報職業災害統計之事業單位之失能傷害頻率及嚴重率(續3) ","","","","","","","","","","","","","","","","",""," Table 10-13  Frequency of Disability and Severity of Disability  of the Designated Industries","","","","","","","","","","","","","","",""," 表 10-13 經指定填報職業災害統計之事業單位之失能傷害頻率及嚴重率(續4完) ","","","","","","","","","","","","","","","","",""," Table 10-13  Frequency of Disability and Severity of Disability  of the Designated Industries","","","","","","","","","","","","","","","",
,,,,,,,,,,,,,"  食品及飼品製造業","","","","",""," 飲料製造業","","","  菸草製造業","","","","  紡　織　業","","","  成衣及服飾品製造業","",""," ","","","","","  木竹製品製造業","","","","","","","","","","","  石油及煤製品製造業","","  塑橡膠原料及人造纖維製造業","","","",""," 其他化學製品製造業","","","  化學製品製造業","","","","  橡膠製品製造業",""," ","  塑膠製品製造業","","","  非金屬礦物製品製造業","","","  基本金屬製造業","","","","  金屬製品製造業","","  電子零組件製造業","","","","  光學製品製造業","","","  配備製造業","","","  機械設備製造業","","","  汽車及其零件製造業","",""," ","  及其零件製造業","","","",""," 家具製造業","","","   其他製造業","","","  維修及安裝業","","","","","","","  污染整治業","","","","","","","","","","","","","",""," 傳播及資通訊服務業 ","","","","","","","","","","","",""," 技術服務業","","","","","  強制性社會安全","","","","","","","  工作服務業","","","  休閒服務業","","","","","",
" ","","","",""," Agriculture, forestry,","","","","","","","",,,,,,,,,,,,,,,,,,,," ","  其製品製造業","","","","","","","","   紙製品製造業","","",""," 媒體複製業","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Public administration &","","","","","","","","","","","","","","","",
" 年     別 ","","","","","","","","","","","","",""," Manufacture of","","","","","","","","","","","","","","","  Manufacture of wearing","",""," 年     別 ","","","",""," Manufacture of wood","","","","","","","","","","","   Manufacture of","","  Manufacture of Chemical material,","","","","","","","  Manufacture of pharma-","","","","","",""," 年     別 ","","","","","","","","","","","","","","","","  Manufacture of computers,","","","","","","","","","","","",""," 年     別 "," Manufacture of other","","","","","","","","","","  Repair & installation","","","","","   Electricity &","",""," Water supply &","","","","","","  Wholesale &","","","  Transportation","","","","  Accommodation &",""," 年     別 ","  Information &","","","",""," Financial &","","","","","  Professional, scientific","","","","","   Support service","","","","","","","","","  Human health &","",""," Arts, entertainment &","","","","","",
" ",""," Grand total","","","  fishing & animal",""," Mining & quarrying","","","","  Manufacturing","","  Food products &","","","","","  Manufacture of","  beverages","","","  tobacco products Manufacture of","","","  Manufacture of textiles","","","","","  apparel & clothing",""," Manufacture of leather, ","","","","","  & of products of","","",""," Manufacture of paper","","  Printing & reproduction","","","","","   petroleum & coal",""," fertilizers & nitrogen compounds, plastic","","","",""," Manufacture of other","","  ceuticals & medicinal","","","","","  Manufacture of",""," ","  Manufacture of","","","  Manufacture of other non-","","","  Manufacture of","","","","  Manufacture of",""," Manufacture of electronic","","","","  electronic & optical","","","  Manufacture of","","","  Manufacture of","","","","  Manufacture of",""," "," transport equipment","","","","  Manufacture of","  furniture","","","   manufacturing Other","","  of industrial machinery","","","","","   gas supply","","","","","","  Construction","","","","","","","","","","",""," ","","","","","","","",""," Real estate activities","","","","","","","","","  defence; Compulsory","","","","  Education","","","","","","","","","  Other service activities","","",
" ","","","","","  husbandry","","","","","","","",,,,,,,,,,,,,,,,,,,," fur & related products ","","","","","  wood & bamboo","","","","   & paper products","","","  of recorded media","","","","   products","","  & rubber materials, man-made fibres","","","","","  chemical products","","","  chemical products","","","","  rubber products",""," ","  plastics products","","","  metallic mineral products","","","  basic metals","","","  fabricated metal products","","","  parts & components","","","","  products","",""," electrical equipment","","  machinery & equipment","","","","  motor vehicles & parts","","",,,,,,,,,,,,,,,,,,," remediation activities","","","","","","","  retail trade","","","  & storage","","",""," food service activities",""," ","  communication","","",""," insurance activities","","","","","","  & technical activities","","","","","   activities","",""," social security","","","","",""," social work activities","","","  recreation","","","","","",
,,,,,,,,,,,,," prepared animal feeds","","","","","","","","","","","","","","","","","  accessories","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ","   & parts","","","","","","","","","","",""," & equipment","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 失能傷害 ","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害",""," 失能傷害",""," 失能傷害"," 失能傷害","","  失能傷害","","  失能傷害","","","  失能傷害",""," 失能傷害"," 失能傷害","","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害 ","","  失能傷害","","  失能傷害","","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","","  失能傷害"," 失能傷害","  失能傷害","",""," 失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害 ","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害",""," 失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害 ","","  失能傷害","","  失能傷害","","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","","  失能傷害"," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害 ","","  失能傷害","","  失能傷害","","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","","  失能傷害"," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害"," 失能傷害","  失能傷害","","  失能傷害","","  失能傷害",""," 失能傷害",
" Year 頻　　率 ","","  嚴重率","","  頻　　率",""," 嚴重率"," 頻　　率","  嚴重率",""," 頻　　率",""," 嚴重率"," 頻　　率","",""," 嚴重率","  頻　　率","","",""," 嚴重率"," 頻　　率"," 嚴重率","","  頻　　率","","  嚴重率","","  頻　　率",""," 嚴重率"," Year 頻　　率 ","",""," 嚴重率","  頻　　率","","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","",""," 嚴重率","","  頻　　率"," 嚴重率","  頻　　率","",""," 嚴重率",""," 頻　　率"," 嚴重率","  頻　　率","","  嚴重率","","  頻　　率",""," 嚴重率"," Year 頻　　率 ","","  嚴重率","","  頻　　率",""," 嚴重率"," 頻　　率","  嚴重率",""," 頻　　率",""," 嚴重率"," 頻　　率",""," 嚴重率","  頻　　率","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","","  嚴重率","","  頻　　率",""," 嚴重率"," Year 頻　　率 ","",""," 嚴重率","  頻　　率","","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","",""," 嚴重率","","  頻　　率"," 嚴重率"," 頻　　率",""," 嚴重率","  頻　　率","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","","  嚴重率","","  頻　　率",""," 嚴重率"," Year 頻　　率 ","",""," 嚴重率","  頻　　率","","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","",""," 嚴重率","","  頻　　率"," 嚴重率"," 頻　　率",""," 嚴重率","  頻　　率","",""," 嚴重率"," 頻　　率"," 嚴重率","  頻　　率","","  嚴重率","","  頻　　率",""," 嚴重率",
" Frequency ","","  Severity of","","  Frequency",""," Severity of"," Frequency","  Severity of",""," Frequency",""," Severity of"," Frequency","","  Severity of","","  Frequency","","","  Severity of",""," Frequency"," Severity of","","  Frequency","","  Severity of","","  Frequency",""," Severity of"," Frequency ","","  Severity of","","  Frequency","","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","","  Frequency"," Severity of","  Frequency","",""," Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","  Frequency",""," Severity of"," Frequency ","","  Severity of","","  Frequency",""," Severity of"," Frequency","  Severity of",""," Frequency",""," Severity of"," Frequency","  Severity of","","  Frequency","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","  Frequency",""," Severity of"," Frequency ","","  Severity of","","  Frequency","","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","","  Frequency"," Severity of"," Frequency","  Severity of","","  Frequency","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","  Frequency",""," Severity of"," Frequency ","","  Severity of","","  Frequency","","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","","  Frequency"," Severity of"," Frequency","  Severity of","","  Frequency","","  Severity of",""," Frequency"," Severity of","  Frequency","","  Severity of","","  Frequency",""," Severity of",
" of disability ","","  disability","","  of disability",""," disability"," of disability","  disability",""," of disability",""," disability"," of disability","","  disability","","  of disability","","","  disability",""," of disability"," disability","","  of disability","","  disability","","  of disability",""," disability"," of disability ","",""," disability","  of disability","","",""," disability"," of disability"," disability","  of disability","",""," disability","","  of disability"," disability","  of disability","",""," disability",""," of disability"," disability","  of disability","","  disability","","  of disability",""," disability"," of disability ","","  disability","","  of disability",""," disability"," of disability","  disability",""," of disability",""," disability"," of disability","  disability","","  of disability","","  disability",""," of disability"," disability","  of disability","","  disability","","  of disability",""," disability"," of disability ","",""," disability","  of disability","","",""," disability"," of disability"," disability","  of disability","",""," disability","","  of disability"," disability"," of disability","  disability","","  of disability","","  disability",""," of disability"," disability","  of disability","","  disability","","  of disability",""," disability"," of disability ","",""," disability","  of disability","","",""," disability"," of disability"," disability","  of disability","",""," disability","","  of disability"," disability"," of disability","  disability","","  of disability","","  disability",""," of disability"," disability","  of disability","","  disability","","  of disability",""," disability",
"  99年  2010 ","1.96","","161","","2.67","67","2.52","","792","","2.2","177","3.8","","","275","","1.93","","","49","0.93","16","","","3.04","","413","","1.14","35","  99年  2010 ","2.84","","388","","7.13","","","134","3.73","1017","","2.27","","118","","0.49","13","","1.59","","","254","1.77","60","","2.17","","392","","4.37","437","  99年  2010 ","2.59","","237","","4.92","352","3.7","","326","","4.36","365","1.1","","29","","0.88","","32","2.05","221","","2.9","","143","","2.54","175","  99年  2010 ","2.89","","294","","3.63","","","205","2.73","245","","1.92","","17","","0.59","345","4.87","","522","","2.16","","518","1.47","99","","3.82","","359","","3.78","192","  99年  2010 ","0.61","","92","","0.53","","","14","1.58","28","","0.44","","113","","1.08","103","4.61","","319","","0.05","","0","1.16","14","","6.05","","281","","1.3","25",
" 100年  2011 ","1.82","","142","","3.32","780","1.84","","820","","2.07","152","3.45","","","270","","1.97","","","45","0.46","2","","","2.32","","200","","1.05","24"," 100年  2011 ","2.34","","61","","3.91","","","81","3.62","623","","2.67","","37","","1.34","12","","1.59","","","389","2.09","402","","2.04","","163","","3.56","589"," 100年  2011 ","2.48","","152","","4.22","230","3.94","","528","","4.15","215","1.01","","25","","0.83","","27","1.9","140","","3.05","","183","","2.79","282"," 100年  2011 ","2.66","","227","","4.38","","","153","2.8","343","","1.8","","12","","0.48","108","6","","296","","1.7","","681","1.31","127","","2.78","","181","","3.44","44"," 100年  2011 ","0.7","","130","","0.43","","","32","1.89","32","","0.51","","12","","1.11","140","4.16","","456","","0.05","","14","1.01","27","","4.62","","37","","1.22","24",
" 101年  2012 ","1.72","","119","","2.79","46","1.18","","20","","1.94","130","3.29","","","201","","1.44","","","68","2.25","135","","","1.95","","110","","1.06","21"," 101年  2012 ","2.47","","36","","5.78","","","209","3.69","94","","2.56","","61","","0.17","1","","1.39","","","32","2.2","132","","1.93","","24","","3.5","274"," 101年  2012 ","2.44","","170","","3.63","237","3.34","","585","","3.94","266","1.01","","24","","0.79","","94","1.76","119","","2.63","","180","","2.32","225"," 101年  2012 ","2.38","","173","","3.87","","","250","1.99","366","","2.4","","45","","0.55","280","4.83","","488","","1.96","","708","1.38","77","","2.01","","134","","3.2","74"," 101年  2012 ","0.64","","9","","0.44","","","10","2","55","","0.47","","12","","1.11","67","4.27","","193","","0.06","","3","1.1","18","","4.9","","320","","0.94","12",
" 102年  2013 ","1.66","","117","","2.87","187","1.03","","787","","1.82","147","2.99","","","108","","3.12","","","423","0","0","","","2.03","","273","","0.88","28"," 102年  2013 ","2.34","","104","","6.08","","","1107","3.82","786","","1.77","","43","","0.71","2","","1.3","","","304","1.85","250","","2.65","","54","","2.9","275"," 102年  2013 ","2.33","","216","","3.72","343","3.16","","487","","3.34","334","0.98","","24","","0.68","","40","1.66","106","","2.28","","188","","2.14","170"," 102年  2013 ","2.06","","48","","3.94","","","202","2.37","91","","1.49","","41","","0.61","307","4.46","","277","","1.93","","458","1.28","45","","2.05","","127","","3.07","47"," 102年  2013 ","0.53","","9","","0.43","","","35","1.5","30","","0.54","","108","","1.13","54","4.58","","89","","0.18","","3","1.01","27","","5.72","","42","","0.74","225",
" 103年  2014 ","1.64","","117","","4.75","89","0.78","","811","","1.74","133","3.28","","","101","","1.41","","","59","0.44","39","","","1.92","","415","","0.97","36"," 103年  2014 ","1.8","","254","","6","","","819","3.05","321","","1.74","","27","","0.74","14","","1.35","","","243","2.13","139","","2.24","","179","","3.2","252"," 103年  2014 ","2.53","","164","","3.33","358","3.27","","287","","3.08","258","0.9","","24","","0.79","","46","1.56","75","","2.12","","278","","1.87","57"," 103年  2014 ","2.21","","131","","3.08","","","475","1.5","108","","1.28","","31","","0.38","114","4.11","","189","","2.04","","578","1.59","78","","2.14","","105","","3.33","51"," 103年  2014 ","0.56","","104","","0.48","","","27","1.78","45","","0.38","","52","","1.24","185","4.43","","267","","0.16","","4","0.96","15","","4.27","","54","","1.71","30",
" 104年  2015 ","1.51","","126","","3.15","50","0.51","","1570","","1.57","122","2.66","","","119","","2.23","","","38","0","0","","","1.92","","244","","0.86","20"," 104年  2015 ","2.54","","71","","4.56","","","366","2.92","201","","2.01","","39","","0","0","","1.21","","","393","1.79","338","","2.3","","94","","2.73","167"," 104年  2015 ","2.18","","329","","2.68","318","2.29","","358","","2.82","245","0.86","","15","","0.7","","43","1.55","99","","1.89","","57","","1.86","199"," 104年  2015 ","1.71","","35","","2.37","","","428","1.59","100","","1.16","","25","","0.46","511","3.1","","126","","2.01","","679","1.57","63","","2.03","","137","","3.64","76"," 104年  2015 ","0.4","","8","","0.45","","","24","1.56","349","","0.51","","28","","1.32","228","4.47","","700","","0.07","","57","1.01","27","","4.49","","45","","1.05","28",
" 105年  2016 ","1.39","","107","","2.02","41","0.68","","832","","1.5","112","2.6","","","178","","2.04","","","56","1.02","40","","","1.45","","140","","1.06","21"," 105年  2016 ","1.53","","33","","2.99","","","209","2.38","63","","1.83","","19","","0.45","1","","1.33","","","128","1.92","134","","1.94","","171","","3.08","291"," 105年  2016 ","1.84","","228","","2.59","252","2.44","","357","","2.59","275","0.85","","23","","0.64","","13","1.49","156","","1.64","","175","","1.49","68"," 105年  2016 ","2.04","","104","","2.18","","","455","1.92","26","","1.58","","29","","0.55","709","3.06","","66","","1.47","","615","1.51","46","","2.06","","142","","3.3","40"," 105年  2016 ","0.48","","10","","0.48","","","15","1.37","248","","0.62","","12","","0.91","178","3.25","","232","","0.07","","16","1.01","36","","3.14","","52","","1.13","17",
" 資料來源： 勞動部職業安全衛生署。 ","","","","","","","","","","","",""," Source：","  Occupational Safety and Health Administration, MOL.","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,," Note：","  1.This table is compiled from the monthly occupational accidents reports and statistics submitted by employers in accordance","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 說　　明： 1.本表資料係依「職業安全衛生法」第三十八條及施行細則第五十一條，由雇主按月填載職業災害內容及統 ","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    計彙總。 ","","","","","","","","","","","","","","     with provisions of Article 38 of the "Occupational Safety and Health Act" and Article 51 of the "Enforcement Rules of the","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2.93年以前資料係依據「中華民國行業標準分類（第6次修訂）」編製，94-98年依據第7次修訂編製，99-101年ˉ ","","","","","","","","","","","","","","     Occupational Safety and Health Act".","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"","  2.Data series were classified before 2004 refer to Standard Industrial Classification System of R.O.C, Rev.6. Data series from","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    依據第8次修訂編製，102-104年依據第9次修訂編製，105年起依據第10次修訂編製。 ","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 3.因94年修訂職業災害統計表及修正職業災害填報方法，故與93年以前資料無法比較。 ","","","","","","","","","","","","","","     2005 to 2009 refer to Rev.7. Data series from 2010 to 2012 refer to Rev.8. Data series from 2013 to 2015 refer to Rev.9.","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"","     Data series from 2016 refer to Rev.10.","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 附　　註： (1).失能傷害頻率(人次/百萬工時，小數點以下三位不計)＝失能傷害次數／總經歷工時＊1,000,000。 ","","","","","","","","","","","","","","  3.The current data can not be compared with the data prior to 2004 because we revised the content of occupational disaster statistics","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" (2).失能傷害嚴重率(日/百萬工時，小數點以下不計)＝總損失工作日數／總經歷工時＊1,000,000。 ","","","","","","","","","","","","","","     tables and amended the method of submitting occupational disaster in 2005.","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,," Remark：",""," (1).Frequency of disability (excluding after the third decimal point)=Times of disability / Total person-work hours *1,000,000.","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" (3).本表不含上下班交通事故。 ","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"",""," (2).Severity of disability (excluding after the decimal point)=Total workday lost / Total person-work hours *1,000,000.","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"",""," (3).Data series in the table exclude the traffic accidents on the commute.","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" ","","","","","","  -296-","","","","","","","","","","","","","","","","   -297-","","","","","","","","",""," ","","","","","","","","","  -298-","","","","","","","","","","","","","","   -299-","","","","","","","",""," ","","","","","","  -300-","","","","","","","","","","","","","","   -301-","","","","","","","",""," ","","","","","","","","","  -302-","","","","","","","","","","","","","","","","   -303-","","","","","","","",""," ","","","","","","","","","  -304-","","","","","","","","","","","","","","","","   -305-","","","","","","","","",
